,text,entities,relations,Comments,id,label,start_offset,end_offset
3738,The vulnerability can be leveraged to run commands as a root user on a vulnerable instance.,[],[],[],0.0,safe,0.0,0.0
3739," More specifically, this flaw exists since the default user for these VMware products, horizon, has access to several sudo commands, some of which involve paths that can be overwritten as well.","[{'id': 49594, 'label': 'identity', 'start_offset': 70, 'end_offset': 76}, {'id': 49595, 'label': 'SOFTWARE', 'start_offset': 87, 'end_offset': 94}]",[],[],49594.0,identity,70.0,76.0
3740," Attackers can, therefore, leverage CVE-2022-22954 to remotely execute commands to overwrite specific paths.","[{'id': 49598, 'label': 'attack-pattern', 'start_offset': 83, 'end_offset': 107}, {'id': 49596, 'label': 'vulnerability', 'start_offset': 36, 'end_offset': 50}, {'id': 49597, 'label': 'attack-pattern', 'start_offset': 54, 'end_offset': 79}]","[{'id': 842, 'from_id': 49596, 'to_id': 49597, 'type': 'uses'}, {'id': 843, 'from_id': 49596, 'to_id': 49598, 'type': 'uses'}]",[],49598.0,attack-pattern,83.0,107.0
3741,"If successful, CVE-2022-22960 can then be leveraged to execute these overwritten paths with root permissions using the sudo command.","[{'id': 49599, 'label': 'vulnerability', 'start_offset': 15, 'end_offset': 29}]",[],[],49599.0,vulnerability,15.0,29.0
3742, Our research so far has shown one publicly known sample demonstrating exploitation of CVE-2022-22960 by overwriting the /usr/local/horizon/scripts/publishCaCert.hzn file.,"[{'id': 49600, 'label': 'vulnerability', 'start_offset': 87, 'end_offset': 101}, {'id': 49601, 'label': 'FILEPATH', 'start_offset': 121, 'end_offset': 165}]","[{'id': 841, 'from_id': 49601, 'to_id': 49600, 'type': 'related-to'}]",[],49600.0,vulnerability,87.0,101.0
3743, The content of this exploit file can be observed below.,[],[],[],0.0,safe,0.0,0.0
3744,  Another proof of concept code sample is additionally available targeting the following 2 filepaths: /opt/vmware/certproxy/bin/certproxyService.sh /usr/local/horizon/scripts/diagnostic/getPasswordExpiry.hzn  ,"[{'id': 49603, 'label': 'FILEPATH', 'start_offset': 148, 'end_offset': 207}, {'id': 49602, 'label': 'FILEPATH', 'start_offset': 102, 'end_offset': 147}]",[],[],49603.0,FILEPATH,148.0,207.0
3745,"Palo Alto Networks is still actively investigating a number of the aforementioned vulnerabilities, many of which do not have publicly available exploit code.","[{'id': 49604, 'label': 'identity', 'start_offset': 0, 'end_offset': 18}]",[],[],49604.0,identity,0.0,18.0
3746,"Presently, customers may leverage the following to block or detect the threats communicated throughout this publication:",[],[],[],0.0,safe,0.0,0.0
3747,Palo Alto Networks Next Generation Firewall Threat Prevention blocks CVE-2022-22954 exploits with Signature 92483.,"[{'id': 49605, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 61}, {'id': 49606, 'label': 'vulnerability', 'start_offset': 69, 'end_offset': 83}]",[],[],49605.0,SOFTWARE,0.0,61.0
3748," Cortex Xpanse was able to identify ~800 instances of VMware Workspace ONE Access connected to the public internet, and can be leveraged to enumerate potentially vulnerable instances within customer networks.","[{'id': 49607, 'label': 'SOFTWARE', 'start_offset': 1, 'end_offset': 14}, {'id': 49608, 'label': 'SOFTWARE', 'start_offset': 54, 'end_offset': 81}]",[],[],49607.0,SOFTWARE,1.0,14.0
3749, WildFire and Cortex XDR categorize all samples of supported file types as malware.,"[{'id': 49609, 'label': 'SOFTWARE', 'start_offset': 1, 'end_offset': 9}, {'id': 49610, 'label': 'SOFTWARE', 'start_offset': 14, 'end_offset': 24}]",[],[],49609.0,SOFTWARE,1.0,9.0
3751," If you think you may have been compromised or have an urgent matter, get in touch with the Unit 42 Incident Response team or call:  As further information or detections are put into place, Palo Alto Networks will update this publication accordingly.","[{'id': 49611, 'label': 'identity', 'start_offset': 92, 'end_offset': 122}, {'id': 49612, 'label': 'identity', 'start_offset': 190, 'end_offset': 208}]",[],[],49611.0,identity,92.0,122.0
3752," Palo Alto Networks has shared these findings, including file samples and indicators of compromise, with our fellow Cyber Threat Alliance members.","[{'id': 49616, 'label': 'identity', 'start_offset': 116, 'end_offset': 145}, {'id': 49613, 'label': 'identity', 'start_offset': 1, 'end_offset': 19}]",[],[],49616.0,identity,116.0,145.0
3753,CTA members use this intelligence to rapidly deploy protections to their customers and to systematically disrupt malicious cyber actors.,"[{'id': 49615, 'label': 'identity', 'start_offset': 0, 'end_offset': 11}]",[],[],49615.0,identity,0.0,11.0
3754,Learn more about the Cyber Threat Alliance.,"[{'id': 49617, 'label': 'identity', 'start_offset': 21, 'end_offset': 42}]",[],[],49617.0,identity,21.0,42.0
3755, Mirai/Gafgyt dropper scripts or variants  Perl Shellbot  Coinminer activity  Webshell downloads (full injected command)  Callback/Scanning activity  Direct Download exploits where payloads were no longer live at the time of analysis:  Sample hashes  801b23bffa65facee1da69bc6f72f8e1e4e1aeefc63dfd3a99b238d4f9d0a637 6d403c3fc246d6d493a6f4acc18c1c292f710db6ad9c3ea2ff065595c5ad3c5b 940a674cfe8179b2b8964bf408037e0e5a5ab7e47354fe4fa7a9289732e1f1b8 fdc94d0dedf6e53dd435d2b5eacb4c34923fadee50529db6f3de38c71f325e05 85143ecc41fb6aadd822ed2d6f20c721a83ae1088f406f29b8b0b05459053a03  bot.v 0b4b25fab4c922e752e689111f38957e0402fd83f6b1d69e8f43c6f4b68fc1ba C2 server : 5[.]39.217.212:80,"[{'id': 11449, 'label': 'malware', 'start_offset': 58, 'end_offset': 67}, {'id': 11452, 'label': 'SHA2', 'start_offset': 251, 'end_offset': 315}, {'id': 11453, 'label': 'SHA2', 'start_offset': 316, 'end_offset': 380}, {'id': 11454, 'label': 'SHA2', 'start_offset': 381, 'end_offset': 445}, {'id': 11455, 'label': 'SHA2', 'start_offset': 446, 'end_offset': 510}, {'id': 11456, 'label': 'SHA2', 'start_offset': 511, 'end_offset': 575}, {'id': 11457, 'label': 'SHA2', 'start_offset': 583, 'end_offset': 647}, {'id': 49619, 'label': 'IPV4', 'start_offset': 660, 'end_offset': 677}, {'id': 49620, 'label': 'malware', 'start_offset': 1, 'end_offset': 21}]","[{'id': 845, 'from_id': 11453, 'to_id': 49620, 'type': 'indicates'}, {'id': 844, 'from_id': 11452, 'to_id': 49620, 'type': 'indicates'}, {'id': 846, 'from_id': 11454, 'to_id': 49620, 'type': 'indicates'}, {'id': 847, 'from_id': 11455, 'to_id': 49620, 'type': 'indicates'}, {'id': 848, 'from_id': 11456, 'to_id': 49620, 'type': 'indicates'}, {'id': 849, 'from_id': 11457, 'to_id': 49620, 'type': 'indicates'}, {'id': 850, 'from_id': 49620, 'to_id': 49619, 'type': 'communicates-with'}]",[],11449.0,malware,58.0,67.0
3756,Channel : #vcenter getsome  bot.redis 48628ca95608a015f47506eb1dc6fad0cd04a4cf5d44fdb8f10255fe0aa3c29b C2 server : 64[.]32.6.143:80,"[{'id': 11458, 'label': 'SHA2', 'start_offset': 38, 'end_offset': 102}, {'id': 49621, 'label': 'IPV4', 'start_offset': 115, 'end_offset': 131}]",[],[],11458.0,SHA2,38.0,102.0
3757,Channel : #redis getsome  botVNC c399b56e1baf063ca2c8aadbbe4a2b58141916aac8ef790a9c29762ed1956bd5 C2 server : 5[.]39.217.212:80,"[{'id': 11459, 'label': 'SHA2', 'start_offset': 33, 'end_offset': 97}, {'id': 49622, 'label': 'IPV4', 'start_offset': 110, 'end_offset': 127}]",[],[],11459.0,SHA2,33.0,97.0
3758,"Channel : #D getsome  7e29615126585b9f87ded09cfae4724bb5d7896c7daf2adfcef775924549e49b  099ac2f3e10346dbef472b2a7b443ebfe1f6011a9a2518a54c20aad07fe9ec61  Updated May 23, 2022, at 1 p.m. PT.   Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!  Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ","[{'id': 11461, 'label': 'SHA2', 'start_offset': 88, 'end_offset': 152}, {'id': 11460, 'label': 'SHA2', 'start_offset': 22, 'end_offset': 86}, {'id': 49623, 'label': 'TIME', 'start_offset': 162, 'end_offset': 189}]",[],[],11461.0,SHA2,88.0,152.0
3759,Additional resources https://www.zerodayinitiative.com/about https://www.zerodayinitiative.com/blog      Tags,"[{'id': 11467, 'label': 'URL', 'start_offset': 21, 'end_offset': 60}, {'id': 49624, 'label': 'URL', 'start_offset': 61, 'end_offset': 99}]",[],[],11467.0,URL,21.0,60.0
3760, Latest News | Exploits & Vulnerabilities | Cyber Threats | Connected Car | APT & Targeted Attacks | Endpoints | IoT | Video,[],[],[],0.0,safe,0.0,0.0
3761,Trend Micro discovered the ChessMaster campaign back in July 2017 as part of our monitoring efforts to protect our customers.,"[{'id': 49626, 'label': 'identity', 'start_offset': 0, 'end_offset': 11}, {'id': 49627, 'label': 'campaign', 'start_offset': 27, 'end_offset': 47}, {'id': 49625, 'label': 'TIME', 'start_offset': 56, 'end_offset': 65}]",[],[],49626.0,identity,0.0,11.0
3762,"At the time, we found ChessMaster targeting different sectors from the academe to media and government agencies in Japan.","[{'id': 49628, 'label': 'campaign', 'start_offset': 22, 'end_offset': 33}, {'id': 49629, 'label': 'identity', 'start_offset': 71, 'end_offset': 111}, {'id': 49630, 'label': 'location', 'start_offset': 115, 'end_offset': 120}]","[{'id': 851, 'from_id': 49628, 'to_id': 49629, 'type': 'targets'}, {'id': 852, 'from_id': 49629, 'to_id': 49630, 'type': 'located-at'}]",[],49628.0,campaign,22.0,33.0
3763,The threat group used a variety of attack tools and techniques to spy on their target organizations.,[],[],[],0.0,safe,0.0,0.0
3764," Back then, we noted that ChessMaster's sophisticated nature implied that the campaign could evolve, before finding changes in the tools and tactics used in the campaign a few months later.","[{'id': 49631, 'label': 'campaign', 'start_offset': 26, 'end_offset': 37}]",[],[],49631.0,campaign,26.0,37.0
3765," While the original campaign was comprehensive and used remote access Trojans (RATs) such as ChChes and RedLeaves, this new campaign used a new backdoor (Detected by Trend Micro as BKDR_ANEL.ZKEI) that leverages the CVE-2017-8759 vulnerability for its cyberespionage activities.","[{'id': 49632, 'label': 'malware', 'start_offset': 93, 'end_offset': 99}, {'id': 49633, 'label': 'malware', 'start_offset': 104, 'end_offset': 113}, {'id': 49634, 'label': 'malware', 'start_offset': 181, 'end_offset': 195}, {'id': 49636, 'label': 'identity', 'start_offset': 166, 'end_offset': 177}, {'id': 49635, 'label': 'vulnerability', 'start_offset': 216, 'end_offset': 229}]","[{'id': 853, 'from_id': 49634, 'to_id': 49635, 'type': 'exploits'}]",[],49632.0,malware,93.0,99.0
3766,"In this blog post, we analyze ChessMaster's current status, including the updated tools in its arsenal — with a particular focus on the evolution of ANEL and how it is used in the campaign.","[{'id': 49638, 'label': 'malware', 'start_offset': 149, 'end_offset': 153}, {'id': 49637, 'label': 'campaign', 'start_offset': 30, 'end_offset': 41}]",[],[],49638.0,malware,149.0,153.0
3767,   July ChessMaster Campaign November ChessMaster Campaign Current ChessMaster Campaign,"[{'id': 49639, 'label': 'campaign', 'start_offset': 8, 'end_offset': 19}, {'id': 49642, 'label': 'campaign', 'start_offset': 38, 'end_offset': 49}, {'id': 49643, 'label': 'campaign', 'start_offset': 67, 'end_offset': 78}, {'id': 49640, 'label': 'TIME', 'start_offset': 3, 'end_offset': 7}, {'id': 49641, 'label': 'TIME', 'start_offset': 29, 'end_offset': 37}]",[],[],49639.0,campaign,8.0,19.0
3768," Point of Entry  Spear-phishing emails containing decoy documents Malicious shortcut (LNK) files and PowerShell Self-extracting archive (SFX) Runtime packers    Spear-phishing emails containing decoy documents exploiting CVE-2017-8759    Spear-phishing emails containing decoy documents exploiting  CVE-2017-11882, DDEAUTO, Microsoft Office Frameset and Link auto update   Notable Tools  Hacking Tools Second-stage payloads    Koadic Hacking Tools Second-stage payloads    Koadic Hacking Tools Second-stage payloads   Backdoor  ChChes    ANEL    ANEL     Technical Analysis  Figure 1.","[{'id': 49644, 'label': 'attack-pattern', 'start_offset': 17, 'end_offset': 31}, {'id': 49645, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 65}, {'id': 49650, 'label': 'attack-pattern', 'start_offset': 238, 'end_offset': 252}, {'id': 49647, 'label': 'attack-pattern', 'start_offset': 101, 'end_offset': 157}, {'id': 49648, 'label': 'attack-pattern', 'start_offset': 161, 'end_offset': 175}, {'id': 49649, 'label': 'vulnerability', 'start_offset': 221, 'end_offset': 234}, {'id': 49651, 'label': 'vulnerability', 'start_offset': 299, 'end_offset': 313}, {'id': 49652, 'label': 'attack-pattern', 'start_offset': 271, 'end_offset': 286}, {'id': 49654, 'label': 'malware', 'start_offset': 473, 'end_offset': 479}, {'id': 49655, 'label': 'malware', 'start_offset': 528, 'end_offset': 534}, {'id': 49656, 'label': 'malware', 'start_offset': 538, 'end_offset': 542}, {'id': 49657, 'label': 'malware', 'start_offset': 546, 'end_offset': 550}, {'id': 49653, 'label': 'malware', 'start_offset': 427, 'end_offset': 433}]",[],[],49644.0,attack-pattern,17.0,31.0
3769,Infection Chain for the current ChessMaster campaign,"[{'id': 49658, 'label': 'malware', 'start_offset': 32, 'end_offset': 43}]",[],[],49658.0,malware,32.0,43.0
3770,"ChessMaster’s current iteration starts off with the familiar phishing attacks seen in the earlier campaigns that involved the use of an email with an attached malicious document using the doc, docx, rtf, csv and msg formats.","[{'id': 49659, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 49660, 'label': 'attack-pattern', 'start_offset': 61, 'end_offset': 77}]",[],[],49659.0,malware,0.0,11.0
3771,"The email title and attached file name were written in Japanese and contain general business, political, and economy-themed phrases such as  世界経済(World economy) 経済政策(economic policy) 予算概算要求(budget estimation request) 日米対話(Japan-US dialogue) 安倍再任(re-appointment of Prime Minister Abe) 連絡網(contact network) 職員採用案(staff recruitment plan) 会議(meeting)  However, there is a change in the exploit document.",[],[],[],0.0,safe,0.0,0.0
3772,"When we tracked ChessMaster back in November, we noted that it exploited the SOAP WSDL parser vulnerability CVE-2017-8759 (patched in September 2017) within the Microsoft .NET framework to download additional malware.","[{'id': 49661, 'label': 'malware', 'start_offset': 16, 'end_offset': 27}, {'id': 49664, 'label': 'TIME', 'start_offset': 134, 'end_offset': 148}, {'id': 49666, 'label': 'vulnerability', 'start_offset': 77, 'end_offset': 121}, {'id': 49662, 'label': 'TIME', 'start_offset': 36, 'end_offset': 44}, {'id': 49667, 'label': 'SOFTWARE', 'start_offset': 161, 'end_offset': 185}]","[{'id': 854, 'from_id': 49661, 'to_id': 49666, 'type': 'exploits'}, {'id': 855, 'from_id': 49667, 'to_id': 49666, 'type': 'has'}]",[],49661.0,malware,16.0,27.0
3773,"While ChessMaster still uses the previous exploit, it also added more methods to its arsenal: one exploits another vulnerability, CVE-2017-11882 (patched in November 2017), which was also exploited to deliver illegal versions of the Loki infostealer.","[{'id': 49668, 'label': 'malware', 'start_offset': 233, 'end_offset': 249}, {'id': 49669, 'label': 'TIME', 'start_offset': 157, 'end_offset': 170}, {'id': 49670, 'label': 'vulnerability', 'start_offset': 130, 'end_offset': 144}, {'id': 49671, 'label': 'malware', 'start_offset': 6, 'end_offset': 17}]","[{'id': 856, 'from_id': 49671, 'to_id': 49670, 'type': 'exploits'}, {'id': 857, 'from_id': 49670, 'to_id': 49668, 'type': 'drops'}]",[],49668.0,malware,233.0,249.0
3774,Figure 2. Exploitation of CVE-2017-11882,"[{'id': 49672, 'label': 'vulnerability', 'start_offset': 26, 'end_offset': 40}]",[],[],49672.0,vulnerability,26.0,40.0
3775,It also abuses three legitimate MS Office functions:,"[{'id': 49673, 'label': 'SOFTWARE', 'start_offset': 32, 'end_offset': 41}]",[],[],49673.0,SOFTWARE,32.0,41.0
3776,Function Purpose Affected MS Office Formats we found in the wild Automatic Dynamic Data Exchange (DDEAUTO) A legitimate Microsoft Office function used in an Office file to retrieve data from another Office file,"[{'id': 49675, 'label': 'SOFTWARE', 'start_offset': 120, 'end_offset': 136}, {'id': 49674, 'label': 'SOFTWARE', 'start_offset': 26, 'end_offset': 35}, {'id': 49677, 'label': 'SOFTWARE', 'start_offset': 199, 'end_offset': 205}, {'id': 49676, 'label': 'SOFTWARE', 'start_offset': 157, 'end_offset': 163}]",[],[],49675.0,SOFTWARE,120.0,136.0
3777,.doc .rtf .msg   Link,[],[],[],0.0,safe,0.0,0.0
3778,Auto Update,[],[],[],0.0,safe,0.0,0.0
3779,An Office function used for automatic and user-free updates for embedded links upon opening.,"[{'id': 49678, 'label': 'SOFTWARE', 'start_offset': 3, 'end_offset': 9}]",[],[],49678.0,SOFTWARE,3.0,9.0
3780," .csv   Microsoft Word's ""Frames/Frameset"" A feature that allows HTML or Text pages to be loaded in a frame within Microsoft Word.","[{'id': 49679, 'label': 'SOFTWARE', 'start_offset': 8, 'end_offset': 22}, {'id': 49680, 'label': 'SOFTWARE', 'start_offset': 115, 'end_offset': 129}]",[],[],49679.0,SOFTWARE,8.0,22.0
3781, .docx      Figure 3. Exploitation of DDEAUTO  Figure 4.,[],[],[],0.0,safe,0.0,0.0
3782,"Abusing Microsoft Word's ""Frames/Frameset""","[{'id': 49681, 'label': 'SOFTWARE', 'start_offset': 8, 'end_offset': 22}]",[],[],49681.0,SOFTWARE,8.0,22.0
3783, Figure 5. Exploitation of Link Auto Update,[],[],[],0.0,safe,0.0,0.0
3784,"ChessMaster can utilize any of these methods to download the next malware in the chain, the open source post-exploitation tool known as “Koadic,” which the previous campaign also used.","[{'id': 49682, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 49683, 'label': 'malware', 'start_offset': 137, 'end_offset': 143}]","[{'id': 858, 'from_id': 49682, 'to_id': 49683, 'type': 'downloads'}]",[],49682.0,malware,0.0,11.0
3785,This tool is responsible for stealing information — specifically the environment information — within the target system.,[],[],[],0.0,safe,0.0,0.0
3786,Koadic executes the following command:  %comspec% /q /c <cmd> 1> <Output> 2>&1  ,"[{'id': 49684, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}]",[],[],49684.0,malware,0.0,6.0
3787,The commands and output of Koadic will change according to the ANEL version used in the attack.,"[{'id': 49686, 'label': 'malware', 'start_offset': 27, 'end_offset': 33}, {'id': 49685, 'label': 'malware', 'start_offset': 63, 'end_offset': 67}]",[],[],49686.0,malware,27.0,33.0
3788,The table below lists examples of the commands and outputs for ANEL versions 5.1.1 rc and 5.1.2 rc1.,"[{'id': 49687, 'label': 'malware', 'start_offset': 63, 'end_offset': 67}]",[],[],49687.0,malware,63.0,67.0
3789,"Note that if ANEL 5.1.2 rc1 was downloaded, the attacker would use HTTPS to avoid the downloaded data being captured as clear text.","[{'id': 11587, 'label': 'malware', 'start_offset': 13, 'end_offset': 17}]",[],[],11587.0,malware,13.0,17.0
3791,Koadic commands and output when ANEL 5.1.1 rc is used  Figure 7.,"[{'id': 11590, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}, {'id': 11592, 'label': 'malware', 'start_offset': 32, 'end_offset': 36}]",[],[],11590.0,malware,0.0,6.0
3792,Koadic commands and output when ANEL 5.1.2 rc1 is used,"[{'id': 11594, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}, {'id': 11596, 'label': 'malware', 'start_offset': 32, 'end_offset': 36}]",[],[],11594.0,malware,0.0,6.0
3793,The table below lists all of Koadic's functions:  {Variable}.user User-related functions {Variable}.user.isElevated Check Privilege {Variable}.user.OS Get OS Version {Variable}.user.DC,"[{'id': 11597, 'label': 'malware', 'start_offset': 29, 'end_offset': 35}]",[],[],11597.0,malware,29.0,35.0
3794,Get DCName from Registry {Variable}.user.Arch,[],[],[],0.0,safe,0.0,0.0
3795,Get Architecture {Variable}.user.info Get User Information {Variable}.work,[],[],[],0.0,safe,0.0,0.0
3796,Main Routine functions {Variable}.work.report Reports to server {Variable}.work.error Returns error {Variable}.work.make_url Alters/Modifies URL (C&C) {Variable}.work.get,[],[],[],0.0,safe,0.0,0.0
3797,Get the return of POST Header {Variable}.work.fork Creates rundll32.exe process {Variable}.http HTTP Connection functions {Variable}.http.create Creates initial HTTP objects {Variable}.http.post POST header {Variable}.http.addHeaders,[],[],[],0.0,safe,0.0,0.0
3798,Adds HTTP Headers {Variable}.http.get GET Header {Variable}.http.upload Uploads binaries/data {Variable}.http.bin2str String manipulation {Variable}.http.downloadEx,[],[],[],0.0,safe,0.0,0.0
3799,Downloads response {Variable}.http.download Additional download function {Variable}.process Process-related functions {Variable}.process.currentPID Get Current Process ID {Variable}.process.list Enumerates Process {Variable}.process.kill Terminates Process {Variable}.registry Registry-related functions {Variable}.registry.HKCR Set HKEY_CLASSES_ROOT {,[],[],[],0.0,safe,0.0,0.0
3800,Variable}.registry.HKCU Set HKEY_CURRENT_USER {Variable}.registry.HKLM Set HKEY_LOCAL_MACHINE {Variable}.registry.STRING Set String Value {Variable}.registry.BINARY Set Binary Value {Variable}.registry.DWORD Set DWORD Value {Variable}.registry.QWORD,[],[],[],0.0,safe,0.0,0.0
3801,Set QWORD Value {Variable}.registry.write Write/Add Registry {Variable}.registry.provider Create Registry Handle {Variable}.registry.destroy Deletes Registry Key {Variable}.registry.read Get/Read Registry Entries {Variable}.WMI WMI-related functions {,[],[],[],0.0,safe,0.0,0.0
3802,Variable}.WMI.createProcess Creates specified process {Variable}.shell File/Process Execution functions {Variable}.shell.run Run commands {Variable}.shell.exec Executes process {Variable}.file File-related functions {Variable}.file.getPath Get specified file path {Variable}.file.readText Reads specified text file {Variable}.file.get32BitFolder Get System Folder (32/64-bit) {Variable}.file.writol Writes on specified file {Variable}.file.deleteFile Deletes specified file {Variable}.file.readBinary Reads specified binary file.    Figure 8.,[],[],[],0.0,safe,0.0,0.0
3803,Command added when the Koadic RAT is downloaded (use of {Variable}.shell.exec command),"[{'id': 11613, 'label': 'malware', 'start_offset': 23, 'end_offset': 29}]",[],[],11613.0,malware,23.0,29.0
3804,"If Koadic finds that the system is conducive to the attacker’s interests, it downloads a base64-encrypted version of the ANEL malware from the Command-and-Control (C&C) server and executes it.  Encrypted ANEL is decrypted using the “certutil -docode” command.","[{'id': 11615, 'label': 'malware', 'start_offset': 121, 'end_offset': 125}, {'id': 11618, 'label': 'malware', 'start_offset': 204, 'end_offset': 208}, {'id': 49688, 'label': 'malware', 'start_offset': 3, 'end_offset': 9}]","[{'id': 859, 'from_id': 49688, 'to_id': 11615, 'type': 'downloads'}]",[],11615.0,malware,121.0,125.0
3805,"When ANEL executes, a decrypted DLL file with the filename “lena_http_dll.dll” is expanded in memory.","[{'id': 11620, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}, {'id': 11621, 'label': 'FILEPATH', 'start_offset': 60, 'end_offset': 77}]",[],[],11620.0,malware,5.0,9.0
3806,This file contains one export function — either “crt_main” or “lena_main”  Figure 9.,[],[],[],0.0,safe,0.0,0.0
3807,Base64 encoded ANEL downloaded by Koadic ANEL will send the infected environment’s information to the C&C server.,"[{'id': 49689, 'label': 'malware', 'start_offset': 15, 'end_offset': 19}, {'id': 49690, 'label': 'malware', 'start_offset': 34, 'end_offset': 40}, {'id': 49691, 'label': 'malware', 'start_offset': 41, 'end_offset': 45}, {'id': 49692, 'label': 'Infrastucture', 'start_offset': 102, 'end_offset': 112}]","[{'id': 860, 'from_id': 49690, 'to_id': 49689, 'type': 'downloads'}, {'id': 861, 'from_id': 49691, 'to_id': 49692, 'type': 'exfiltrates-to'}]",[],49689.0,malware,15.0,19.0
3808,"When sending the information, ANEL encrypts the data using blowfish, XOR, and Base64-based encryption methods.","[{'id': 11628, 'label': 'malware', 'start_offset': 30, 'end_offset': 34}]",[],[],11628.0,malware,30.0,34.0
3809,"The format ANEL uses to send data is similar to ChChes, but ANEL's encryption method is easier to use.","[{'id': 11630, 'label': 'malware', 'start_offset': 11, 'end_offset': 15}, {'id': 11631, 'label': 'malware', 'start_offset': 48, 'end_offset': 54}, {'id': 11632, 'label': 'malware', 'start_offset': 60, 'end_offset': 64}]",[],[],11630.0,malware,11.0,15.0
3810,Figure 10.,[],[],[],0.0,safe,0.0,0.0
3811,Encryption key using blowfish,[],[],[],0.0,safe,0.0,0.0
3812,We initially discovered the malware known as ANEL back in September 2017.,"[{'id': 11634, 'label': 'malware', 'start_offset': 45, 'end_offset': 49}, {'id': 49693, 'label': 'TIME', 'start_offset': 58, 'end_offset': 72}]",[],[],11634.0,malware,45.0,49.0
3813,"At that time, ChessMaster was using ANEL as a backdoor into the target system then injects code into svchost.exe, which then decrypts and activates the embedded backdoor.","[{'id': 49694, 'label': 'malware', 'start_offset': 14, 'end_offset': 25}, {'id': 49695, 'label': 'malware', 'start_offset': 36, 'end_offset': 40}, {'id': 49696, 'label': 'FILEPATH', 'start_offset': 101, 'end_offset': 112}]",[],[],49694.0,malware,14.0,25.0
3814,This initial version of ANEL had a hardcoded version labeled “5.0.0 beta1” that contained incomplete code.,"[{'id': 11641, 'label': 'malware', 'start_offset': 24, 'end_offset': 28}]",[],[],11641.0,malware,24.0,28.0
3815,We noted that this might signify the release of a future variant.,[],[],[],0.0,safe,0.0,0.0
3816,"Instead of just one new variant, we discovered four different versions of ANEL:  5.0.0 beta1 5.1.1 rc 5.1.2 rc1 5.2.0 rev1  The different versions contain changes in the ANEL loader and the main ANEL DLL.","[{'id': 11645, 'label': 'malware', 'start_offset': 74, 'end_offset': 78}, {'id': 11648, 'label': 'malware', 'start_offset': 195, 'end_offset': 199}, {'id': 11646, 'label': 'malware', 'start_offset': 170, 'end_offset': 174}]",[],[],11645.0,malware,74.0,78.0
3817,The figure below shows a summary of the changes between each version:  Figure 11.,[],[],[],0.0,safe,0.0,0.0
3818,Summary of the changes between each version of ANEL,"[{'id': 49697, 'label': 'malware', 'start_offset': 47, 'end_offset': 51}]",[],[],49697.0,malware,47.0,51.0
3819,Differences with regards to Backdoor commands:  CMD ID 5.0.0 beta1/5.1.1 rc/5.1.2 rc1 5.2.0 rev1 0x97A168D9697D40DD Save File 0x7CF812296CCC68D5 Upload File 0x652CB1CEFF1C0A00 NA Load New PE file 0x27595F1F74B55278 Save File and Execute If no match above Execute Command or File   The differences shown in the table above are subtle but present.,[],[],[],0.0,safe,0.0,0.0
3820,"For example, the initial ANEL version, “5.0.0 beta1,” uses a different C&C server compared to the other versions.","[{'id': 11660, 'label': 'malware', 'start_offset': 25, 'end_offset': 29}]",[],[],11660.0,malware,25.0,29.0
3821,"Once ANEL evolved to “5.1.1 rc,” it changed its file type to an executable, while also changing the C&C server.","[{'id': 11661, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}]",[],[],11661.0,malware,5.0,9.0
3822,The third version we found (5.1.2 rc1) reverts to a DLL file type but retains the C&C server.,[],[],[],0.0,safe,0.0,0.0
3823,The fourth version of ANEL (5.2.0 rev1) changes both the export function in the expanded main ANEL DLL and uses a different C&C server.,"[{'id': 49698, 'label': 'malware', 'start_offset': 22, 'end_offset': 39}]",[],[],49698.0,malware,22.0,39.0
3824,"Overall, we can see subtle changes, which indicate that the threat actors behind ANEL are making incremental improvements to the malware to refine it.","[{'id': 49699, 'label': 'malware', 'start_offset': 81, 'end_offset': 85}]",[],[],49699.0,malware,81.0,85.0
3826,Backdoor function differences between ANEL 5.0.0 beta1/5.1.1 rc/5.1.2 rc1 (left) and ANEL 5.2.0 rev1 (right),"[{'id': 49700, 'label': 'malware', 'start_offset': 38, 'end_offset': 73}, {'id': 49701, 'label': 'malware', 'start_offset': 85, 'end_offset': 100}]",[],[],49700.0,malware,38.0,73.0
3827,"Once ANEL enters the user’s system, it will download various tools that could be used for malicious purposes, including password retrieval tools as well as malicious mail services and accessibility tools that will allow it to gather information about the system.","[{'id': 49702, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}]",[],[],49702.0,malware,5.0,9.0
