,text,label,word_count,char_length,tokenize_text
5155,(*) A full mitigation will require relevant changes in the RTPS specification.,safe,12,78,full mitigation require relevant change rtps specification
5156,"    The longest running node was based on Connext DDS (at 139 seconds), which we kept as a reference.",safe,18,101,longest running node based connext dd second kept reference
5157,"Table 3 shows that the BAF is greater than one, implying there are asymmetric network flows although the values are at the order of magnitude lower than modern amplification attacks (note that Memcached can reach 10,000 to 51,000 BAF).",safe,39,235,table show baf greater one implying asymmetric network flow although value order magnitude lower modern amplification attack note memcached reach baf
5158,"However, the network bandwidth in embedded systems is also lower than, for example, what internet nodes can provide.",safe,18,116,however network bandwidth embedded system also lower example internet node provide
5159,An attacker can abuse this built-in discovery feature for remote discovery and fingerprinting.,safe,13,94,attacker abuse builtin discovery feature remote discovery fingerprinting
5160,We sent RPTS discovery probes to the entire IPv4 space (except for the no-scan subnets) and received answers from 643 hosts (excluding obvious honeypots).,safe,24,154,sent rpts discovery probe entire ipv space except noscan subnets received answer host excluding obvious honeypot
5161,"Notably, hosts never stopped sending traffic to us, even if we only sent them a single 288-byte packet.",safe,18,103,notably host never stopped sending traffic u even sent single byte packet
5162,This new network-reflection vulnerability that we found is not the only instance of a specification-level vulnerability.,safe,16,120,new networkreflection vulnerability found instance specificationlevel vulnerability
5163,Security researchers from different organizations have been documenting and creating attack scenarios abusing these vulnerabilities as early as 2015.,TIME,19,149,security researcher different organization documenting creating attack scenario abusing vulnerability early
5164,Conclusion,safe,1,10,conclusion
5165,"Proper supply chain management processes allow contextualization, tracking, and monitoring of new vulnerabilities within different downstream software using a specific library such as DDS.",safe,24,188,proper supply chain management process allow contextualization tracking monitoring new vulnerability within different downstream software using specific library dd
5166,"In the case of this middleware technology, DDS is just one of the many critical libraries used in embedded applications that’s easy to lose track of.",safe,26,149,case middleware technology dd one many critical library used embedded application thats easy lose track
5167,"Our paper, “A Security Analysis of the Data Distribution Service (DDS) Protocol,” includes short- and long-term mitigation best practices and recommendations, as well as a consideration for adopting a shift-left approach.",safe,31,221,paper security analysis data distribution service dd protocol includes short longterm mitigation best practice recommendation well consideration adopting shiftleft approach
5168,We also acknowledge the cooperation and engaging response that some vendors like ADLINK have adopted when we approached them with our findings.,identity,22,143,also acknowledge cooperation engaging response vendor like adlink adopted approached finding
5169,"As we encourage more DDS researchers, users, and implementors to keep on studying and promoting security awareness for the DDS ecosystem, we hope the level of engagement we received can serve as a model for the software industry.",safe,38,229,encourage dd researcher user implementors keep studying promoting security awareness dd ecosystem hope level engagement received serve model software industry
5170,Download our full paper here.,safe,5,29,download full paper
5171,"      Tags  Exploits & Vulnerabilities | Research | Cyber Threats | ICS OT | APT & Targeted Attacks | Compliance & Risks | IoT | Articles, News, Reports",safe,27,152,tag exploit vulnerability research cyber threat ic ot apt targeted attack compliance risk iot article news report
5172,Android malware like ransomware exemplify how the platform can be lucrative for cybercriminals.,SOFTWARE,13,95,android malware like ransomware exemplify platform lucrative cybercriminals
5173,"But there are also other threats stirring up as of late: attacks that spy on and steal data from specific targets, crossing over between desktops and mobile devices.",safe,28,165,also threat stirring late attack spy steal data specific target crossing desktop mobile device
5174,These were published on Google Play — but have since been taken down — and third-party app marketplaces.,SOFTWARE,18,104,published google play since taken thirdparty app marketplace
5175,We named these malicious apps AnubisSpy (ANDROIDOS_ANUBISSPY) as all the malware’s payload is a package called watchdog.,malware,17,120,named malicious apps anubisspy androidos_anubisspy malwares payload package called watchdog
5176,We construe AnubisSpy to be linked to the cyberespionage campaign Sphinx (APT-C-15) based on shared file structures and command-and-control (C&C) server as well as targets.,campaign,25,172,construe anubisspy linked cyberespionage campaign sphinx aptc based shared file structure commandandcontrol cc server well target
5177,"It’s also possible that while AnubisSpy’s operators may also be Sphinx’s, they could be running separate but similar campaigns.",campaign,19,127,also possible anubisspys operator may also sphinx could running separate similar campaign
5178, What can AnubisSpy do?,malware,4,23,anubisspy
5179," AnubisSpy can steal messages (SMS), photos, videos, contacts, email accounts, calendar events, and browser histories (i.e., Chrome and Samsung Internet Browser).",malware,21,162,anubisspy steal message sm photo video contact email account calendar event browser history ie chrome samsung internet browser
5180,"It can also take screenshots and record audio, including calls.",safe,10,63,also take screenshots record audio including call
5181,"It can spy on the victim through apps installed on the device, a list of which is in its configuration file that can be updated.",safe,25,128,spy victim apps installed device list configuration file updated
5182,"This includes Skype, WhatsApp, Facebook, and Twitter, among others.",SOFTWARE,9,67,includes skype whatsapp facebook twitter among others
5183,"After the data are collected, they are encrypted and sent to the (C&C) server.",safe,14,78,data collected encrypted sent cc server
5184,AnubisSpy can also self-destruct to cover its tracks.,malware,8,53,anubisspy also selfdestruct cover track
5185,"It can run commands and delete files on the device, as well as install and uninstall Android Application Packages (APKs).",safe,20,121,run command delete file device well install uninstall android application package apks
5186,"AnubisSpy has several modules, each of which has a separate role.",malware,11,65,anubisspy several module separate role
5187,"AnubisSpy’s code is well constructed, indicating the developer/s’ know-how.",malware,9,75,anubisspys code well constructed indicating developer knowhow
5188,Below is a visualization of the modules: Figure 1: Structure of AnubisSpy’s modules,malware,13,83,visualization module figure structure anubisspys module
5189,How is AnubisSpy related to Sphinx?,campaign,6,35,anubisspy related sphinx
5190, Sphinx reportedly uses the watering hole technique via social media sites to deliver its payloads — mainly a customized version of njRAT.,campaign,22,138,sphinx reportedly us watering hole technique via social medium site deliver payload mainly customized version njrat
5191,The Sphinx campaign operators cloaked the malware with icons of legitimate applications to dupe recipients into clicking them.,campaign,18,126,sphinx campaign operator cloaked malware icon legitimate application dupe recipient clicking
5192,"Sphinx was active between June 2014 and November 2015, but timestamps of the malware indicate the attacks started as early as 2011.",TIME,22,131,sphinx active june november timestamps malware indicate attack started early
5193,A simple WHOIS query of AnubisSpy’s C&C server showed it abused a legitimate managed hosting service provider in Belize.,location,19,120,simple whois query anubisspys cc server showed abused legitimate managed hosting service provider belize
5194,"We correlated the AnubisSpy variants to Sphinx’s desktop/PC-targeting malware through the following:  Shared C&C server, 86[.]105[.]18[.]107 Shared technique of decrypting JSON files, and similarity between the file structures of AnubisSpy and Sphinx’s malware Similar targets (highly concentrated in Middle Eastern countries)     Figure 2: Comparison of file structure in Sphinx’s desktop/PC-targeting malware (left) and AnubisSpy (right)",malware,55,439,correlated anubisspy variant sphinx desktoppctargeting malware following shared cc server shared technique decrypting json file similarity file structure anubisspy sphinx malware similar target highly concentrated middle eastern country figure comparison file structure sphinx desktoppctargeting malware left anubisspy right
5195,Our coordination with Google also revealed that these apps were installed across a handful of countries in the Middle East.,identity,20,123,coordination google also revealed apps installed across handful country middle east
5196, Was AnubisSpy actively distributed?,malware,4,36,anubisspy actively distributed
5197,We analyzed seven apps that were actually AnubisSpy.,malware,8,52,analyzed seven apps actually anubisspy
5198,These were signed with the same fake Google certificates.,safe,9,57,signed fake google certificate
5199,"We found two more apps created by the same developer, but they had no espionage-related codes; we think they were made as experimental projects.",safe,24,144,found two apps created developer espionagerelated code think made experimental project
5200,"Based on hardcoded strings in the Agent Version, the malicious apps were developed as early as April 2015.",TIME,18,106,based hardcoded string agent version malicious apps developed early april
5201,Timestamps indicate that the earliest sample was signed on June 2015; the latest variant was signed on May 2017.,TIME,19,112,timestamps indicate earliest sample signed june latest variant signed may
5202,AnubisSpy wasn’t only published on Google Play.,SOFTWARE,7,47,anubisspy wasnt published google play
5203,"We also found versions of it in third-party app marketplaces, most likely as a way to expand the malware’s reach.",safe,20,113,also found version thirdparty app marketplace likely way expand malwares reach
5204,The apps mainly used Middle East-based news and sociopolitical themes as social engineering hooks and abused social media to further proliferate.,attack-pattern,21,145,apps mainly used middle eastbased news sociopolitical theme social engineering hook abused social medium proliferate
5205,"Versions of AnubisSpy posed as social news, promotional, healthcare, and entertainment apps.",malware,12,92,version anubisspy posed social news promotional healthcare entertainment apps
5206,What does AnubisSpy mean to the mobile landscape?,malware,8,49,anubisspy mean mobile landscape
5207,Persistent and furtive spyware is an underrated problem for the mobile platform.,safe,12,80,persistent furtive spyware underrated problem mobile platform
5208,"While cyberespionage campaigns on mobile devices may be few and far between compared to ones for desktops or PCs, AnubisSpy proves that they do indeed occur, and may have been more active than initially thought.",malware,35,211,cyberespionage campaign mobile device may far compared one desktop pc anubisspy prof indeed occur may active initially thought
5209,Will mobile become cyberespionage’s main frontier?,safe,6,50,mobile become cyberespionages main frontier
5210,"It won’t be a surprise given mobile platform’s increasing ubiquity, especially in workplaces.",safe,13,93,wont surprise given mobile platform increasing ubiquity especially workplace
5211,"Beyond its effects, AnubisSpy also highlights the significance of proactively securing mobile devices, particularly if they’re on BYOD programs and used to access sensitive data.",malware,25,178,beyond effect anubisspy also highlight significance proactively securing mobile device particularly theyre byod program used access sensitive data
5212,Enforcing the principle of least privilege and implementing an app reputation system are just some of the best practices that can help mitigate threats.,safe,24,152,enforcing principle least privilege implementing app reputation system best practice help mitigate threat
5213,We disclosed our findings to Google on October 12 and worked with Google on further analyzing the AnubisSpy-related apps.,TIME,19,121,disclosed finding google october worked google analyzing anubisspyrelated apps
5214,Updates were also made to Google Play Protect to take appropriate action against those apps that have been verified as in violation of Google Play policy.,SOFTWARE,26,154,update also made google play protect take appropriate action apps verified violation google play policy
5215,"An in-depth technical analysis of AnubisSpy, along with indicators of compromise, is in this technical brief.",malware,16,109,indepth technical analysis anubisspy along indicator compromise technical brief
5216, Trend Micro Solutions End users and enterprises can also benefit from multilayered mobile security solutions such as Trend Micro™ Mobile Security which is also available on Google Play.,SOFTWARE,28,186,trend micro solution end user enterprise also benefit multilayered mobile security solution trend micro mobile security also available google play
5217,"For organizations, Trend Micro™ Mobile Security for Enterprise provides device, compliance and application management, data protection, and configuration provisioning, as well as protects devices from attacks that leverage vulnerabilities, preventing unauthorized access to apps, as well as detecting and blocking malware and fraudulent websites.",SOFTWARE,44,346,organization trend micro mobile security enterprise provides device compliance application management data protection configuration provisioning well protects device attack leverage vulnerability preventing unauthorized access apps well detecting blocking malware fraudulent website
5218,Trend Micro’s Mobile App Reputation Service (MARS) covers Android and iOS threats using leading sandbox and machine learning technologies.,SOFTWARE,19,138,trend micros mobile app reputation service mar cover android io threat using leading sandbox machine learning technology
5219,"It can protect users against malware, zero-day and known exploits, privacy leaks, and application vulnerability.",safe,15,112,protect user malware zeroday known exploit privacy leak application vulnerability
5220,       Tags  Malware | APT & Targeted Attacks | Endpoints | Research |,safe,12,70,tag malware apt targeted attack endpoint research
5221,Mobile,safe,1,6,
5222,"With additional insights from Philippe Z Lin Note: This article has been updated on March 17, 2022, 2:00 a.m. ET to include Asus’ security bulletin.",identity,25,148,additional insight philippe z lin note article updated march et include asus security bulletin
5223,"Cyclops Blink, an advanced modular botnet that is reportedly linked to the Sandworm or Voodoo Bear advanced persistent threat (APT) group, has recently been used to target WatchGuard Firebox devices according to an analysis performed by the UK’s National Cyber Security Centre (NCSC).",malware,43,284,cyclops blink advanced modular botnet reportedly linked sandworm voodoo bear advanced persistent threat apt group recently used target watchguard firebox device according analysis performed uk national cyber security centre ncsc
5224,We acquired a variant of the Cyclops Blink malware family that targets Asus routers.,malware,14,84,acquired variant cyclops blink malware family target asus router
5225,This report discusses the technical capabilities of this Cyclops Blink malware variant and includes a list of more than 150 current and historical command-and-control (C&C) servers of the Cyclops Blink botnet.,malware,31,209,report discus technical capability cyclops blink malware variant includes list current historical commandandcontrol cc server cyclops blink botnet
5226,This list aims to aid cybersecurity defenders in searching for affected devices in their networks and starting the remediation process.,safe,20,135,list aim aid cybersecurity defender searching affected device network starting remediation process
5227," We have reached out to Asus regarding our investigation, and they have created a security bulletin that includes a security checklist to help prevent Cyclops Blink attacks, as well as a list of affected Asus products.",malware,36,218,reached asus regarding investigation created security bulletin includes security checklist help prevent cyclops blink attack well list affected asus product
5228,"Our data also shows that although Cyclops Blink is a state-sponsored botnet, its C&C servers and bots affect WatchGuard Firebox and Asus devices that do not belong to critical organizations, or those that have an evident value on economic, political, or military espionage.",malware,43,273,data also show although cyclops blink statesponsored botnet cc server bot affect watchguard firebox asus device belong critical organization evident value economic political military espionage
5229,"Hence, we believe that it is possible that the Cyclops Blink botnet’s main purpose is to build an infrastructure for further attacks on high-value targets.",malware,25,155,hence believe possible cyclops blink botnets main purpose build infrastructure attack highvalue target
5230,"Cyclops Blink has been around since at least June 2019, and a considerable number of its C&C servers and bots are active for up to about three years.",malware,28,149,cyclops blink around since least june considerable number cc server bot active three year
5231,  The Sandworm APT group has been attributed as creating both Cyclops Blink and the VPNFilter internet of things (IoT) botnet.,threat-actor,20,126,sandworm apt group attributed creating cyclops blink vpnfilter internet thing iot botnet
5232,"VPNFilter, first discovered in 2018, targeted router and storage devices.",TIME,10,73,vpnfilter first discovered targeted router storage device
5233,It was also reported to have infected hundreds of thousands of devices.,safe,12,71,also reported infected hundred thousand device
5234,"In 2021, Trend Micro published a technical analysis of VPNFilter, which includes a discussion of how the botnet continues to affect infected systems two years after its discovery.",malware,28,179,trend micro published technical analysis vpnfilter includes discussion botnet continues affect infected system two year discovery
5235,"Sandworm was also responsible for many high-profile attacks, including the 2015 and 2016 attacks on the Ukrainian electrical grid, the 2017 NotPetya attack, the 2017 French presidential campaign, the 2018 Olympic Destroyer attack on the Winter Olympic Games, and a 2018 operation against the Organization for the Prohibition of Chemical Weapons (OPCW).  Cyclops Blink malware analysis  Cyclops Blink is a modular malware written in the C language.",TIME,67,447,sandworm also responsible many highprofile attack including attack ukrainian electrical grid notpetya attack french presidential campaign olympic destroyer attack winter olympic game operation organization prohibition chemical weapon opcw cyclops blink malware analysis cyclops blink modular malware written c language
5236,"In its core component, the first thing that the malware does is to check if its executable file name starts with ""[k"".",safe,22,118,core component first thing malware check executable file name start k
5237,"If it does not, it performs the following routine:   It redirects both stdout and stderr file descriptors to /dev/null.",FILEPATH,19,119,performs following routine redirects stdout stderr file descriptor devnull
5238," It sets the default handlers for SIGTERM, SIGINT, SIGBUS, SIGPIPE, and SIGIO signals.",safe,13,86,set default handler sigterm sigint sigbus sigpipe sigio signal
5239," It reloads itself with a new ""[ktest]"" process name.",safe,9,53,reloads new ktest process name
5240,  It then waits for 37 seconds before it sets up its hard-coded parameters.,safe,13,75,wait second set hardcoded parameter
5241,These include the hard-coded C&C servers and the interval that should be used to communicate with the C&C servers.,safe,19,114,include hardcoded cc server interval used communicate cc server
5242, It also creates a pipe for inter-process communication (IPC) by calling the pipe() function for getting two file descriptors for reading and writing data.,safe,24,155,also creates pipe interprocess communication ipc calling pipe function getting two file descriptor reading writing data
5243,It also enables non-blocking I/O for the writing file descriptor by using ioctl().,safe,13,82,also enables nonblocking io writing file descriptor using ioctl
5244," After this, a new data packet will be created in memory, which will then be sent to a C&C server.",safe,20,98,new data packet created memory sent cc server
5245,The details of this communication are covered later in this analysis.,safe,11,69,detail communication covered later analysis
5246,"For every hard-coded TCP port used to communicate with the C&C servers, the malware creates a rule in Netfilter — the Linux kernel firewall — using the iptc_insert_entry() function from libiptc1 to allow output communication to it.",SOFTWARE,37,231,every hardcoded tcp port used communicate cc server malware creates rule netfilter linux kernel firewall using iptc_insert_entry function libiptc allow output communication
5247,The rules have the following parameters:  Protocol: TCP Chain: filter Table: OUTPUT Action: ACCEPT,safe,14,98,rule following parameter protocol tcp chain filter table output action accept
5248,"Destination ports: 636, 994, and 995",safe,6,36,destination port
5249,"For an unknown reason, the malware deletes the aforementioned rules and creates them again, this time using the iptables command via the system() function.",safe,24,155,unknown reason malware deletes aforementioned rule creates time using iptables command via system function
5250,The commands are as follows:  iptables -D OUTPUT -p tcp --dport %d -j ACCEPT   iptables -I OUTPUT -p tcp --dport %d -j ACCEPT  ,safe,23,127,command follows iptables output p tcp dport j accept iptables output p tcp dport j accept
5251,"The OpenSSL library is then initialized, and the core component proceeds to initialize the hard-coded modules.",SOFTWARE,16,110,openssl library initialized core component proceeds initialize hardcoded module
5252, Modules initialization  ,safe,2,25,
5253,"During this part, the core component initializes the modules.",safe,9,61,part core component initializes module
5254,Communication with the modules is performed via pipes.,safe,8,54,communication module performed via pipe
5255,"For each hard-coded module, the malware creates two pipes before executing them in their own child processes.",safe,17,109,hardcoded module malware creates two pipe executing child process
5256,       Figure 1.,safe,2,16,figure
5257,"The function that initializes the modules      In Figure 1, we inferred the following mod_t structure:      Figure 2.",safe,17,117,function initializes module figure inferred following mod_t structure figure
5258,Inferred mod_t structure; the last member is unknown.,safe,8,53,inferred mod_t structure last member unknown
5259,     Parameters,safe,1,15,parameter
5260,The parameters are then initialized.,safe,5,36,parameter initialized
5261,They consist of a 592-byte structure containing essential information sent to the modules via pipes.,safe,15,100,consist byte structure containing essential information sent module via pipe
5262,"This information includes:  A “<p: ” string header   The pipe of the core component   All C&C IP addresses and ports   The local IP address   An interval for C&C server communication   When the next packet to be sent to a C&C server is   The main process PID   A hard-coded ID (we saw 0xA08F078B, 0xBD0A5B36, and 0xA244E5E2)   The parameters are pushed to the modules, which are initialized at this point.    C&C communication",safe,70,426,information includes p string header pipe core component cc ip address port local ip address interval cc server communication next packet sent cc server main process pid hardcoded id saw xafb xbdab xaee parameter pushed module initialized point cc communication
5263,"After obtaining data from the modules, the core component starts the encryption routines that will cipher the data before sending it to the C&C server.",safe,25,151,obtaining data module core component start encryption routine cipher data sending cc server
5264,Encryption Cyclops Blink encrypts data using OpenSSL functions that should be available in the infected device as they are dynamically loaded.,tools,21,142,encryption cyclops blink encrypts data using openssl function available infected device dynamically loaded
5265, The data is encrypted using AES-256 in cipher block chaining (CBC) mode with a randomly generated 256-bit key and 128-bit initialization vector (IV).,safe,23,150,data encrypted using aes cipher block chaining cbc mode randomly generated bit key bit initialization vector iv
5266,It is then encrypted using a hard-coded RSA-2560 (320-bit) public key unique to each sample.,safe,15,92,encrypted using hardcoded rsa bit public key unique sample
5267,The malware authors decided to use the EVP_SealInit() function.,safe,9,63,malware author decided use evp_sealinit function
5268,"This function performs all of the aforementioned encryption steps, including the random AES key and IV generation.",safe,17,114,function performs aforementioned encryption step including random aes key iv generation
5269,The C&C server must have the corresponding RSA private key to decrypt the data.,safe,14,79,cc server must corresponding rsa private key decrypt data
5270,"After encryption, if the total packet length is greater than 98,303 bytes, the packet is sent.",safe,16,94,encryption total packet length greater byte packet sent
5271,Data transferring,safe,2,17,data transferring
5272,"To send data to the C&C server, the core component performs a TLS handshake with a randomly chosen C&C server at a random TCP port, both of which are from a hard-coded list.",safe,33,173,send data cc server core component performs tl handshake randomly chosen cc server random tcp port hardcoded list
5273,"After choosing an IP address and a TCP port pair, the core component creates a child process to perform the communication.",safe,21,122,choosing ip address tcp port pair core component creates child process perform communication
5274,The child process will connect to the C&C server and write four bytes to the SSL socket.,safe,17,88,child process connect cc server write four byte ssl socket
5275,These four bytes are the packet size that it wants to send.,safe,12,59,four byte packet size want send
5277,The child process writes four bytes to the SSL socket.,safe,10,54,child process writes four byte ssl socket
5278,"     The server must reply with an exact four-byte answer, which is the victim's IPv4 address.",safe,15,94,server must reply exact fourbyte answer victim ipv address
5279,10 bytes are then written to the core component pipe.,safe,10,53,byte written core component pipe
5280,The data follows a specific format.,safe,6,35,data follows specific format
5281,For example:   Packet length Target module Command Data (victim's IPv4 address) 00 00 00 0a 00 07 c0 a8 00 01,safe,21,109,example packet length target module command data victim ipv address c
5282,The core component then receives more data from the C&C server.,safe,11,63,core component receives data cc server
5283,"This time, it expects an encrypted packet to be decrypted using the hard-coded RSA-2560 public key.",safe,16,99,time expects encrypted packet decrypted using hardcoded rsa public key
5284, The malware expects a response where the first four bytes are the size of the packet followed by the encrypted data.,safe,21,117,malware expects response first four byte size packet followed encrypted data
5285,      Figure 4.,safe,2,15,figure
5286,"Core component code that receives and decrypts data from the C&C server      If something is received, it is decrypted and written to the main pipe.",safe,25,148,core component code receives decrypts data cc server something received decrypted written main pipe
5287,"For decryption, the malware uses the RSA_public_decrypt() function, which decrypts data encrypted with a corresponding private key, leveraging the “reversibility” of the RSA encryption algorithm.",safe,25,195,decryption malware us rsa_public_decrypt function decrypts data encrypted corresponding private key leveraging reversibility rsa encryption algorithm
5288,"Finally, a variable containg the next time a packet should be sent is updated and all of the parameters are sent to the modules again.",safe,25,134,finally variable containg next time packet sent updated parameter sent module
5289,This is because the core component can receive new parameters from the C&C servers.,safe,14,83,core component receive new parameter cc server
5290,Commands,safe,1,8,command
5291,The data received from the C&C servers comprises either commands to the core component itself or to one of its modules.,safe,21,119,data received cc server comprises either command core component one module
5292,"First, the core component sends the supported commands to the C&C server and then enters in a loop where it expects one of the commands.",safe,25,136,first core component sends supported command cc server enters loop expects one command
5293,"If a command targets the core component, it can be one of the following:   Command ID Action 0 Terminates the program 1 Bypasses the data-sending interval and sends data to C&C servers immediately 2 Adds a new C&C server to the list in memory 3 Sets time to send the next packet to the C&C server 4 Sets time to send the next packet to the C&C server 5 Adds a new module (an ELF file should be received following the command)",safe,82,425,command target core component one following command id action terminates program bypass datasending interval sends data cc server immediately add new cc server list memory set time send next packet cc server set time send next packet cc server add new module elf file received following command
5294,6 Reloads the malware 7 Sets the local IP address parameter 8 Sets a new worker ID 9 Sets an unknown byte value 10 Resends configuration to all running modules  Modules Asus (0x38)  This module can read and write from the devices' flash memory.,safe,44,244,reloads malware set local ip address parameter set new worker id set unknown byte value resends configuration running module module asus x module read write device flash memory
5295,"The flash memory is used by these devices to store the operating system, configuration, and all files from the file system.",safe,21,123,flash memory used device store operating system configuration file file system
5296,"Our research was carried out on the RT-AC68U, but other Asus routers such as RT-AC56U might be affected as well.",safe,20,112,research carried rtacu asus router rtacu might affected well
5297,"It’s important to note, however, that since the malware is modular in nature, it can be easily recompiled to target any other device.",safe,23,133,important note however since malware modular nature easily recompiled target device
5298,"The samples we’ve obtained work in the conditions mentioned in this report, but the malware actors seem ready to target any other router model or brand.",safe,26,152,sample weve obtained work condition mentioned report malware actor seem ready target router model brand
5299,"In fact, this is what they have done with WatchGuard — it’s the same code, but it has been recompiled for the brand.  First, the module examines the content /proc/mtd file, which provides general information about the devices’ Memory Technology Device (MTD) subsystem.",SOFTWARE,43,268,fact done watchguard code recompiled brand first module examines content procmtd file provides general information device memory technology device mtd subsystem
5300,The MTD provides an abstraction layer to access the device's flash memory.,safe,12,74,mtd provides abstraction layer access device flash memory
5301,The malware looks for the strings “linux” and “rootfs” and reads it using a printf()-like format:      Figure 5.,safe,18,112,malware look string linux rootfs read using printflike format figure
5302,The module looks for “linux” and “rootfs” strings      The inferred mdt_data_t structure is as follows:      Figure 6.,safe,17,118,module look linux rootfs string inferred mdt_data_t structure follows figure
5303,The mtd_data_t structure      The data is read to this structure.,safe,10,65,mtd_data_t structure data read structure
5304,The content of /proc/mtd for an Asus RT-AC68U device is as follows:      Figure 7.,FILEPATH,14,82,content procmtd asus rtacu device follows figure
5305,Typical /proc/,FILEPATH,2,14,typical proc
5306,mtd,safe,1,3,mtd
5307,from an Asus RT-AC68U router,safe,5,28,asus rtacu router
5308,"     Therefore, for the case here, the malware would open /dev/mtd2, which is the partition where the Linux kernel image is stored.",FILEPATH,21,131,therefore case malware would open devmtd partition linux kernel image stored
5309,Why the malware authors decided to read either “linux” or “rootfs” partition is unclear.,safe,14,88,malware author decided read either linux rootfs partition unclear
5310,"Based on our knowledge, they have quite different purposes.",safe,9,59,based knowledge quite different purpose
5311,"While the first holds the operating system, the second stores programs’ critical files, such as executables, data, and libraries.",safe,19,129,first hold operating system second store program critical file executables data library
5312,"Cyclops Blink reads 80 bytes from the flash memory, writes it to the main pipe, and enters a loop to wait for a command to replace the partition content:      Figure 8.",malware,31,168,cyclops blink read byte flash memory writes main pipe enters loop wait command replace partition content figure
5313,"Asus module main loop     If the data coming from the core component starts with “<p:”, it means that it is a parameter for this module and 80 bytes will be written to the flash memory, effectively replacing its content.",safe,39,220,asus module main loop data coming core component start p mean parameter module byte written flash memory effectively replacing content
5314, The writing is done by the j_save_data() function.,safe,8,51,writing done j_save_data function
5315,"It does this by correctly erasing the NAND eraseblocks first via ioctl() calls, and then writing the new content to them, as the following image shows:      Figure 9.",safe,28,166,correctly erasing nand eraseblocks first via ioctl call writing new content following image show figure
5316,Cyclops,malware,1,7,cyclops
5317,Blink,malware,1,5,blink
5318,"Asus module code for writing to raw flash memory      As the flash memory content is permanent, this module can be used to establish persistence and survive factory resets.",safe,28,172,asus module code writing raw flash memory flash memory content permanent module used establish persistence survive factory reset
5319," Although it cannot be used as proof of attribution, the preceding code reminded us of a routine from the third-stage code of VPNFilter’s process called “dstr” that was intended to “brick” the infected device.",malware,34,209,although used proof attribution preceding code reminded u routine thirdstage code vpnfilters process called dstr intended brick infected device
5320,"Apart from deleting many important files and even trying to delete the whole root file system, this particular VPNFilter stage also writes many 0xff bytes to the raw flash memory:",malware,30,179,apart deleting many important file even trying delete whole root file system particular vpnfilter stage also writes many xff byte raw flash memory
5321,      Figure 10. VPNFilter “dstr” third-stage code for writing to raw flash memory      System reconnaissance (0x08) This module is responsible for sending information from the infected device to the C&C server.,malware,30,211,figure vpnfilter dstr thirdstage code writing raw flash memory system reconnaissance x module responsible sending information infected device cc server
5322,"The following data is obtained from an infected device:    The Linux version, which the module gets by calling the uname() function and /etc/issue file   Information about the device’s memory consumption, which it gets by calling the sysinfo() function   The SSD storage information, which it gets by calling the statvfs() function  The content of the following files:  /etc/passwd /etc/group   /proc/mounts  /proc/partitions     Information about the network interfaces, which it gets by calling the if_nameindex() and iotctl() functions with the SIOCGIFHWADDR and SIOCGIFADDR commands.",FILEPATH,81,587,following data obtained infected device linux version module get calling uname function etcissue file information device memory consumption get calling sysinfo function ssd storage information get calling statvfs function content following file etcpasswd etcgroup procmounts procpartitions information network interface get calling if_nameindex iotctl function siocgifhwaddr siocgifaddr command
5323, File download (0x0f) This module can download files from the internet.,safe,11,71,file download xf module download file internet
5324,The DNS resolution is performed using DNS over HTTPS (DoH).,safe,10,59,dns resolution performed using dns http doh
5325,The malware sends an HTTP POST request to a Google DNS Server (8.8.8.8) using the following headers:      Figure 11.,IPV4,19,116,malware sends http post request google dns server using following header figure
5326,HTTP POST request over SSL for DNS resolution      This module seems to be an earlier version of the same module (0x0f) that is used by the Cyclops Blink variant reported by NCSC.,malware,32,179,http post request ssl dns resolution module seems earlier version module xf used cyclops blink variant reported ncsc
5327,The main differences between the modules are as follows:    This module does not have an upload feature.    The 0x1 bit in the control flags is used in this module to specify if the download should be done via HTTPS.  Infrastructure,safe,40,232,main difference module follows module upload feature x bit control flag used module specify download done via http infrastructure
5328,We have been able to determine that the botnet of Cyclops Blink infected routers from both compromised WatchGuard devices and Asus routers.,malware,22,139,able determine botnet cyclops blink infected router compromised watchguard device asus router
5329,These compromised devices periodically connect to C&C servers that are themselves hosted on compromised WatchGuard devices.,safe,16,123,compromised device periodically connect cc server hosted compromised watchguard device
5330,"We have evidence that the routers of at least one vendor other than Asus and WatchGuard are connecting to Cyclops Blink C&Cs as well, but so far we have been unable to collect malware samples for this router brand.",malware,39,214,evidence router least one vendor asus watchguard connecting cyclops blink cc well far unable collect malware sample router brand
5331,  The botnet of Cyclops Blink has been around for some time.,malware,11,60,botnet cyclops blink around time
5332,"Using historical data of internet-wide scans and SSL certificate data, it is likely that Cyclops Blink dates back to at least June 2019.",malware,23,136,using historical data internetwide scan ssl certificate data likely cyclops blink date back least june
5333,"Since June 2019, the actor has issued more than 50 SSL certificates that were used on WatchGuard C&Cs on various TCP ports (as far as we are aware, the following TCP ports were used: 636, 989, 990, 994, 995, 3269, and 8443).",TIME,42,224,since june actor issued ssl certificate used watchguard cc various tcp port far aware following tcp port used
5334," In Appendix A, we have listed both the live and inactive C&Cs used by Cyclops Blink for the benefit of network defenders.",malware,22,122,appendix listed live inactive cc used cyclops blink benefit network defender
